_TIME_PERIOD,_OBS_VALUE,_OBS_STATUS,_OBS_CONF
2002-05-29,0.9320,A,F
2002-05-30,0.9375,A,F
2002-05-31,0.9387,A,F
2002-06-03,0.9313,A,F
2002-06-04,0.9435,A,F
2002-06-05,0.9371,A,F
2002-06-06,0.9386,A,F
2002-06-07,0.9452,A,F
2002-06-10,0.9459,A,F
2002-06-11,0.9417,A,F
2002-06-12,0.9452,A,F
2002-06-13,0.9417,A,F
2002-06-14,0.9478,A,F
2002-06-17,0.9426,A,F
2002-06-18,0.9484,A,F
2002-06-19,0.9561,A,F
2002-06-20,0.9592,A,F
2002-06-21,0.9636,A,F
2002-06-24,0.9781,A,F
2002-06-25,0.9712,A,F
2002-06-26,0.9917,A,F
2002-06-27,0.9824,A,F
2002-06-28,0.9975,A,F
2002-07-01,0.9913,A,F
2002-07-02,0.9838,A,F
2002-07-03,0.9780,A,F
2002-07-04,0.9790,A,F
2002-07-05,0.9725,A,F
2002-07-08,0.9828,A,F
2002-07-09,0.9930,A,F
2002-07-10,0.9898,A,F
2002-07-11,0.9836,A,F
2002-07-12,0.9873,A,F
2002-07-15,1.0024,A,F
2002-07-16,1.0127,A,F
2002-07-17,1.0064,A,F
2002-07-18,1.0058,A,F
2002-07-19,1.0146,A,F
2002-07-22,1.0086,A,F
2002-07-23,0.9910,A,F
2002-07-24,0.9915,A,F
2002-07-25,1.0014,A,F
2002-07-26,1.0008,A,F
2002-07-29,0.9821,A,F
2002-07-30,0.9835,A,F
2002-07-31,0.9783,A,F
2002-08-01,0.9760,A,F
2002-08-02,0.9873,A,F
2002-08-05,0.9836,A,F
2002-08-06,0.9689,A,F
2002-08-07,0.9698,A,F
2002-08-08,0.9687,A,F
2002-08-09,0.9729,A,F
2002-08-12,0.9780,A,F
2002-08-13,0.9799,A,F
2002-08-14,0.9857,A,F
2002-08-15,0.9777,A,F
2002-08-16,0.9825,A,F
2002-08-19,0.9799,A,F
2002-08-20,0.9792,A,F
2002-08-21,0.9762,A,F
2002-08-22,0.9770,A,F
2002-08-23,0.9697,A,F
2002-08-26,0.9701,A,F
2002-08-27,0.9774,A,F
2002-08-28,0.9826,A,F
2002-08-29,0.9843,A,F
2002-08-30,0.9833,A,F
2002-09-02,0.9821,A,F
2002-09-03,0.9910,A,F
2002-09-04,0.9947,A,F
2002-09-05,0.9975,A,F
2002-09-06,0.9918,A,F
2002-09-09,0.9794,A,F
2002-09-10,0.9760,A,F
2002-09-11,0.9749,A,F
2002-09-12,0.9757,A,F
2002-09-13,0.9810,A,F
2002-09-16,0.9683,A,F
2002-09-17,0.9649,A,F
2002-09-18,0.9725,A,F
2002-09-19,0.9814,A,F
2002-09-20,0.9790,A,F
2002-09-23,0.9831,A,F
2002-09-24,0.9828,A,F
2002-09-25,0.9771,A,F
2002-09-26,0.9796,A,F
2002-09-27,0.9779,A,F
2002-09-30,0.9860,A,F
2002-10-01,0.9861,A,F
2002-10-02,0.9835,A,F
2002-10-03,0.9890,A,F
2002-10-04,0.9865,A,F
2002-10-07,0.9808,A,F
2002-10-08,0.9800,A,F
2002-10-09,0.9814,A,F
2002-10-10,0.9875,A,F
2002-10-11,0.9857,A,F
2002-10-14,0.9873,A,F
2002-10-15,0.9810,A,F
2002-10-16,0.9823,A,F
2002-10-17,0.9763,A,F
2002-10-18,0.9735,A,F
2002-10-21,0.9748,A,F
2002-10-22,0.9768,A,F
2002-10-23,0.9775,A,F
2002-10-24,0.9738,A,F
2002-10-25,0.9763,A,F
2002-10-28,0.9745,A,F
2002-10-29,0.9820,A,F
2002-10-30,0.9825,A,F
2002-10-31,0.9864,A,F
2002-11-01,0.9974,A,F
2002-11-04,0.9944,A,F
2002-11-05,1.0024,A,F
2002-11-06,0.9955,A,F
2002-11-07,1.0013,A,F
2002-11-08,1.0107,A,F
2002-11-11,1.0126,A,F
2002-11-12,1.0081,A,F
2002-11-13,1.0068,A,F
2002-11-14,1.0095,A,F
2002-11-15,1.0029,A,F
2002-11-18,1.0065,A,F
2002-11-19,1.0125,A,F
2002-11-20,1.0019,A,F
2002-11-21,1.0034,A,F
2002-11-22,1.0024,A,F
2002-11-25,0.9905,A,F
2002-11-26,0.9910,A,F
2002-11-27,0.9927,A,F
2002-11-28,0.9934,A,F
2002-11-29,0.9927,A,F
2002-12-02,0.9871,A,F
2002-12-03,0.9967,A,F
2002-12-04,1.0018,A,F
2002-12-05,0.9991,A,F
2002-12-06,1.0006,A,F
2002-12-09,1.0093,A,F
2002-12-10,1.0111,A,F
2002-12-11,1.0067,A,F
2002-12-12,1.0156,A,F
2002-12-13,1.0221,A,F
2002-12-16,1.0212,A,F
2002-12-17,1.0307,A,F
2002-12-18,1.0240,A,F
2002-12-19,1.0273,A,F
2002-12-20,1.0255,A,F
2002-12-23,1.0282,A,F
2002-12-24,1.0296,A,F
2002-12-27,1.0376,A,F
2002-12-30,1.0422,A,F
2002-12-31,1.0487,A,F
2003-01-02,1.0446,A,F
2003-01-03,1.0392,A,F
2003-01-06,1.0488,A,F
2003-01-07,1.0425,A,F
2003-01-08,1.0377,A,F
2003-01-09,1.0507,A,F
2003-01-10,1.0503,A,F
2003-01-13,1.0549,A,F
2003-01-14,1.0577,A,F
2003-01-15,1.0526,A,F
2003-01-16,1.0564,A,F
2003-01-17,1.0652,A,F
2003-01-20,1.0653,A,F
2003-01-21,1.0653,A,F
2003-01-22,1.0718,A,F
2003-01-23,1.0757,A,F
2003-01-24,1.0784,A,F
2003-01-27,1.0870,A,F
2003-01-28,1.0808,A,F
2003-01-29,1.0868,A,F
2003-01-30,1.0748,A,F
2003-01-31,1.0816,A,F
2003-02-03,1.0729,A,F
2003-02-04,1.0822,A,F
2003-02-05,1.0910,A,F
2003-02-06,1.0813,A,F
2003-02-07,1.0789,A,F
2003-02-10,1.0808,A,F
2003-02-11,1.0706,A,F
2003-02-12,1.0731,A,F
2003-02-13,1.0758,A,F
2003-02-14,1.0793,A,F
2003-02-17,1.0716,A,F
2003-02-18,1.0714,A,F
2003-02-19,1.0717,A,F
2003-02-20,1.0763,A,F
2003-02-21,1.0838,A,F
2003-02-24,1.0721,A,F
2003-02-25,1.0774,A,F
2003-02-26,1.0753,A,F
2003-02-27,1.0822,A,F
2003-02-28,1.0782,A,F
2003-03-03,1.0800,A,F
2003-03-04,1.0919,A,F
2003-03-05,1.0966,A,F
2003-03-06,1.0963,A,F
2003-03-07,1.1039,A,F
2003-03-10,1.1042,A,F
2003-03-11,1.1080,A,F
2003-03-12,1.1028,A,F
2003-03-13,1.0864,A,F
2003-03-14,1.0775,A,F
2003-03-17,1.0801,A,F
2003-03-18,1.0586,A,F
2003-03-19,1.0570,A,F
2003-03-20,1.0592,A,F
2003-03-21,1.0572,A,F
2003-03-24,1.0634,A,F
2003-03-25,1.0691,A,F
2003-03-26,1.0667,A,F
2003-03-27,1.0723,A,F
2003-03-28,1.0730,A,F
2003-03-31,1.0895,A,F
2003-04-01,1.0891,A,F
2003-04-02,1.0830,A,F
2003-04-03,1.0702,A,F
2003-04-04,1.0720,A,F
2003-04-07,1.0582,A,F
2003-04-08,1.0660,A,F
2003-04-09,1.0742,A,F
2003-04-10,1.0805,A,F
2003-04-11,1.0735,A,F
2003-04-14,1.0737,A,F
2003-04-15,1.0784,A,F
2003-04-16,1.0836,A,F
2003-04-17,1.0920,A,F
2003-04-22,1.0971,A,F
2003-04-23,1.0944,A,F
2003-04-24,1.1008,A,F
2003-04-25,1.0973,A,F
2003-04-28,1.1025,A,F
2003-04-29,1.0956,A,F
2003-04-30,1.1131,A,F
2003-05-02,1.1239,A,F
2003-05-05,1.1218,A,F
2003-05-06,1.1344,A,F
2003-05-07,1.1427,A,F
2003-05-08,1.1435,A,F
2003-05-09,1.1466,A,F
2003-05-12,1.1597,A,F
2003-05-13,1.1518,A,F
2003-05-14,1.1499,A,F
2003-05-15,1.1458,A,F
2003-05-16,1.1492,A,F
2003-05-19,1.1652,A,F
2003-05-20,1.1644,A,F
2003-05-21,1.1689,A,F
2003-05-22,1.1720,A,F
2003-05-23,1.1790,A,F
2003-05-26,1.1813,A,F
2003-05-27,1.1901,A,F
2003-05-28,1.1738,A,F
2003-05-29,1.1756,A,F
2003-05-30,1.1822,A,F
2003-06-02,1.1672,A,F
2003-06-03,1.1723,A,F
2003-06-04,1.1691,A,F
2003-06-05,1.1775,A,F
2003-06-06,1.1813,A,F
2003-06-09,1.1726,A,F
2003-06-10,1.1699,A,F
2003-06-11,1.1748,A,F
2003-06-12,1.1734,A,F
2003-06-13,1.1751,A,F
2003-06-16,1.1854,A,F
2003-06-17,1.1797,A,F
2003-06-18,1.1699,A,F
2003-06-19,1.1655,A,F
2003-06-20,1.1655,A,F
2003-06-23,1.1539,A,F
2003-06-24,1.1565,A,F
2003-06-25,1.1551,A,F
2003-06-26,1.1432,A,F
2003-06-27,1.1413,A,F
2003-06-30,1.1427,A,F
2003-07-01,1.1543,A,F
2003-07-02,1.1535,A,F
2003-07-03,1.1457,A,F
2003-07-04,1.1466,A,F
2003-07-07,1.1360,A,F
2003-07-08,1.1326,A,F
2003-07-09,1.1355,A,F
2003-07-10,1.1342,A,F
2003-07-11,1.1315,A,F
2003-07-14,1.1299,A,F
2003-07-15,1.1319,A,F
2003-07-16,1.1138,A,F
2003-07-17,1.1231,A,F
2003-07-18,1.1205,A,F
2003-07-21,1.1284,A,F
2003-07-22,1.1343,A,F
2003-07-23,1.1401,A,F
2003-07-24,1.1467,A,F
2003-07-25,1.1477,A,F
2003-07-28,1.1489,A,F
2003-07-29,1.1462,A,F
2003-07-30,1.1420,A,F
2003-07-31,1.1318,A,F
2003-08-01,1.1169,A,F
2003-08-04,1.1307,A,F
2003-08-05,1.1333,A,F
2003-08-06,1.1392,A,F
2003-08-07,1.1353,A,F
2003-08-08,1.1326,A,F
2003-08-11,1.1295,A,F
2003-08-12,1.1312,A,F
2003-08-13,1.1277,A,F
2003-08-14,1.1270,A,F
2003-08-15,1.1247,A,F
2003-08-18,1.1188,A,F
2003-08-19,1.1065,A,F
2003-08-20,1.1109,A,F
2003-08-21,1.1009,A,F
2003-08-22,1.0894,A,F
2003-08-25,1.0888,A,F
2003-08-26,1.0816,A,F
2003-08-27,1.0907,A,F
2003-08-28,1.0828,A,F
2003-08-29,1.0927,A,F
2003-09-01,1.0965,A,F
2003-09-02,1.0849,A,F
2003-09-03,1.0783,A,F
2003-09-04,1.0818,A,F
2003-09-05,1.0923,A,F
2003-09-08,1.1071,A,F
2003-09-09,1.1135,A,F
2003-09-10,1.1172,A,F
2003-09-11,1.1217,A,F
2003-09-12,1.1172,A,F
2003-09-15,1.1281,A,F
2003-09-16,1.1235,A,F
2003-09-17,1.1212,A,F
2003-09-18,1.1290,A,F
2003-09-19,1.1312,A,F
2003-09-22,1.1468,A,F
2003-09-23,1.1464,A,F
2003-09-24,1.1466,A,F
2003-09-25,1.1493,A,F
2003-09-26,1.1487,A,F
2003-09-29,1.1413,A,F
2003-09-30,1.1652,A,F
2003-10-01,1.1671,A,F
2003-10-02,1.1692,A,F
2003-10-03,1.1686,A,F
2003-10-06,1.1579,A,F
2003-10-07,1.1768,A,F
2003-10-08,1.1781,A,F
2003-10-09,1.1788,A,F
2003-10-10,1.1788,A,F
2003-10-13,1.1688,A,F
2003-10-14,1.1634,A,F
2003-10-15,1.1669,A,F
2003-10-16,1.1615,A,F
2003-10-17,1.1579,A,F
2003-10-20,1.1629,A,F
2003-10-21,1.1623,A,F
2003-10-22,1.1694,A,F
2003-10-23,1.1786,A,F
2003-10-24,1.1781,A,F
2003-10-27,1.1748,A,F
2003-10-28,1.1673,A,F
2003-10-29,1.1684,A,F
2003-10-30,1.1736,A,F
2003-10-31,1.1622,A,F
2003-11-03,1.1589,A,F
2003-11-04,1.1468,A,F
2003-11-05,1.1473,A,F
2003-11-06,1.1449,A,F
2003-11-07,1.1424,A,F
2003-11-10,1.1483,A,F
2003-11-11,1.1497,A,F
2003-11-12,1.1600,A,F
2003-11-13,1.1680,A,F
2003-11-14,1.1765,A,F
2003-11-17,1.1802,A,F
2003-11-18,1.1778,A,F
2003-11-19,1.1910,A,F
2003-11-20,1.1909,A,F
2003-11-21,1.1899,A,F
2003-11-24,1.1823,A,F
2003-11-25,1.1766,A,F
2003-11-26,1.1828,A,F
2003-11-27,1.1902,A,F
2003-11-28,1.1994,A,F
2003-12-01,1.2019,A,F
2003-12-02,1.1975,A,F
2003-12-03,1.2102,A,F
2003-12-04,1.2074,A,F
2003-12-05,1.2087,A,F
2003-12-08,1.2218,A,F
2003-12-09,1.2258,A,F
2003-12-10,1.2239,A,F
2003-12-11,1.2187,A,F
2003-12-12,1.2254,A,F
2003-12-15,1.2230,A,F
2003-12-16,1.2339,A,F
2003-12-17,1.2337,A,F
2003-12-18,1.2403,A,F
2003-12-19,1.2418,A,F
2003-12-22,1.2434,A,F
2003-12-23,1.2392,A,F
2003-12-24,1.2407,A,F
2003-12-29,1.2499,A,F
2003-12-30,1.2496,A,F
2003-12-31,1.2630,A,F
2004-01-02,1.2592,A,F
2004-01-05,1.2657,A,F
2004-01-06,1.2756,A,F
2004-01-07,1.2679,A,F
2004-01-08,1.2634,A,F
2004-01-09,1.2737,A,F
2004-01-12,1.2828,A,F
2004-01-13,1.2749,A,F
2004-01-14,1.2692,A,F
2004-01-15,1.2635,A,F
2004-01-16,1.2493,A,F
2004-01-19,1.2373,A,F
2004-01-20,1.2536,A,F
2004-01-21,1.2607,A,F
2004-01-22,1.2710,A,F
2004-01-23,1.2692,A,F
2004-01-26,1.2575,A,F
2004-01-27,1.2517,A,F
2004-01-28,1.2563,A,F
2004-01-29,1.2468,A,F
2004-01-30,1.2384,A,F
2004-02-02,1.2461,A,F
2004-02-03,1.2585,A,F
2004-02-04,1.2524,A,F
2004-02-05,1.2583,A,F
2004-02-06,1.2529,A,F
2004-02-09,1.2713,A,F
2004-02-10,1.2764,A,F
2004-02-11,1.2680,A,F
2004-02-12,1.2802,A,F
2004-02-13,1.2816,A,F
2004-02-16,1.2741,A,F
2004-02-17,1.2858,A,F
2004-02-18,1.2824,A,F
2004-02-19,1.2724,A,F
2004-02-20,1.2663,A,F
2004-02-23,1.2576,A,F
2004-02-24,1.2595,A,F
2004-02-25,1.2629,A,F
2004-02-26,1.2444,A,F
2004-02-27,1.2418,A,F
2004-03-01,1.2484,A,F
2004-03-02,1.2402,A,F
2004-03-03,1.2143,A,F
2004-03-04,1.2147,A,F
2004-03-05,1.2192,A,F
2004-03-08,1.2356,A,F
2004-03-09,1.2361,A,F
2004-03-10,1.2299,A,F
2004-03-11,1.2256,A,F
2004-03-12,1.2235,A,F
2004-03-15,1.2278,A,F
2004-03-16,1.2350,A,F
2004-03-17,1.2251,A,F
2004-03-18,1.2261,A,F
2004-03-19,1.2344,A,F
2004-03-22,1.2353,A,F
2004-03-23,1.2276,A,F
2004-03-24,1.2196,A,F
2004-03-25,1.2132,A,F
2004-03-26,1.2173,A,F
2004-03-29,1.2118,A,F
2004-03-30,1.2187,A,F
2004-03-31,1.2224,A,F
2004-04-01,1.2320,A,F
2004-04-02,1.2318,A,F
2004-04-05,1.2058,A,F
2004-04-06,1.2090,A,F
2004-04-07,1.2101,A,F
2004-04-08,1.2096,A,F
2004-04-13,1.1975,A,F
2004-04-14,1.1924,A,F
2004-04-15,1.1912,A,F
2004-04-16,1.1932,A,F
2004-04-19,1.2044,A,F
2004-04-20,1.1926,A,F
2004-04-21,1.1836,A,F
2004-04-22,1.1873,A,F
2004-04-23,1.1885,A,F
2004-04-26,1.1851,A,F
2004-04-27,1.1887,A,F
2004-04-28,1.1907,A,F
2004-04-29,1.1826,A,F
2004-04-30,1.1947,A,F
2004-05-03,1.1953,A,F
2004-05-04,1.2061,A,F
2004-05-05,1.2126,A,F
2004-05-06,1.2116,A,F
2004-05-07,1.2073,A,F
2004-05-10,1.1843,A,F
2004-05-11,1.1804,A,F
2004-05-12,1.1857,A,F
2004-05-13,1.1823,A,F
2004-05-14,1.1802,A,F
2004-05-17,1.2023,A,F
2004-05-18,1.1983,A,F
2004-05-19,1.1989,A,F
2004-05-20,1.1922,A,F
2004-05-21,1.2031,A,F
2004-05-24,1.1968,A,F
2004-05-25,1.2063,A,F
2004-05-26,1.2106,A,F
2004-05-27,1.2165,A,F
2004-05-28,1.2246,A,F
2004-05-31,1.2198,A,F
2004-06-01,1.2231,A,F
2004-06-02,1.2276,A,F
2004-06-03,1.2226,A,F
2004-06-04,1.2203,A,F
2004-06-07,1.2319,A,F
2004-06-08,1.2294,A,F
2004-06-09,1.2157,A,F
2004-06-10,1.2052,A,F
2004-06-11,1.2006,A,F
2004-06-14,1.2001,A,F
2004-06-15,1.2051,A,F
2004-06-16,1.2058,A,F
2004-06-17,1.2045,A,F
2004-06-18,1.2042,A,F
2004-06-21,1.2112,A,F
2004-06-22,1.2091,A,F
2004-06-23,1.2087,A,F
2004-06-24,1.2122,A,F
2004-06-25,1.2138,A,F
2004-06-28,1.2208,A,F
2004-06-29,1.2169,A,F
2004-06-30,1.2155,A,F
2004-07-01,1.2168,A,F
2004-07-02,1.2148,A,F
2004-07-05,1.2288,A,F
2004-07-06,1.2309,A,F
2004-07-07,1.2357,A,F
2004-07-08,1.2348,A,F
2004-07-09,1.2372,A,F
2004-07-12,1.2397,A,F
2004-07-13,1.2372,A,F
2004-07-14,1.2381,A,F
2004-07-15,1.2374,A,F
2004-07-16,1.2353,A,F
2004-07-19,1.2412,A,F
2004-07-20,1.2385,A,F
2004-07-21,1.2296,A,F
2004-07-22,1.2268,A,F
2004-07-23,1.2191,A,F
2004-07-26,1.2163,A,F
2004-07-27,1.2168,A,F
2004-07-28,1.2034,A,F
2004-07-29,1.2026,A,F
2004-07-30,1.2039,A,F
2004-08-02,1.2055,A,F
2004-08-03,1.2022,A,F
2004-08-04,1.1983,A,F
2004-08-05,1.2042,A,F
2004-08-06,1.2064,A,F
2004-08-09,1.2247,A,F
2004-08-10,1.2279,A,F
2004-08-11,1.2233,A,F
2004-08-12,1.2256,A,F
2004-08-13,1.2219,A,F
2004-08-16,1.2337,A,F
2004-08-17,1.2338,A,F
2004-08-18,1.2331,A,F
2004-08-19,1.2359,A,F
2004-08-20,1.2293,A,F
2004-08-23,1.2250,A,F
2004-08-24,1.2139,A,F
2004-08-25,1.2081,A,F
2004-08-26,1.2100,A,F
2004-08-27,1.2085,A,F
2004-08-30,1.2047,A,F
2004-08-31,1.2111,A,F
2004-09-01,1.2168,A,F
2004-09-02,1.2172,A,F
2004-09-03,1.2175,A,F
2004-09-06,1.2071,A,F
2004-09-07,1.2079,A,F
2004-09-08,1.2039,A,F
2004-09-09,1.2191,A,F
2004-09-10,1.2219,A,F
2004-09-13,1.2236,A,F
2004-09-14,1.2237,A,F
2004-09-15,1.2238,A,F
2004-09-16,1.2158,A,F
2004-09-17,1.2211,A,F
2004-09-20,1.2132,A,F
2004-09-21,1.2276,A,F
2004-09-22,1.2245,A,F
2004-09-23,1.2315,A,F
2004-09-24,1.2309,A,F
2004-09-27,1.2254,A,F
2004-09-28,1.2335,A,F
2004-09-29,1.2323,A,F
2004-09-30,1.2409,A,F
2004-10-01,1.2413,A,F
2004-10-04,1.2305,A,F
2004-10-05,1.2304,A,F
2004-10-06,1.2282,A,F
2004-10-07,1.2301,A,F
2004-10-08,1.2315,A,F
2004-10-11,1.2392,A,F
2004-10-12,1.2312,A,F
2004-10-13,1.2267,A,F
2004-10-14,1.2377,A,F
2004-10-15,1.2414,A,F
2004-10-18,1.2474,A,F
2004-10-19,1.2509,A,F
2004-10-20,1.2590,A,F
2004-10-21,1.2606,A,F
2004-10-22,1.2606,A,F
2004-10-25,1.2792,A,F
2004-10-26,1.2784,A,F
2004-10-27,1.2792,A,F
2004-10-28,1.2711,A,F
2004-10-29,1.2737,A,F
2004-11-01,1.2748,A,F
2004-11-02,1.2705,A,F
2004-11-03,1.2754,A,F
2004-11-04,1.2874,A,F
2004-11-05,1.2856,A,F
2004-11-08,1.2917,A,F
2004-11-09,1.2911,A,F
2004-11-10,1.2977,A,F
2004-11-11,1.2890,A,F
2004-11-12,1.2921,A,F
2004-11-15,1.2955,A,F
2004-11-16,1.2971,A,F
2004-11-17,1.3026,A,F
2004-11-18,1.3024,A,F
2004-11-19,1.3020,A,F
2004-11-22,1.3033,A,F
2004-11-23,1.3089,A,F
2004-11-24,1.3146,A,F
2004-11-25,1.3213,A,F
2004-11-26,1.3238,A,F
2004-11-29,1.3247,A,F
2004-11-30,1.3295,A,F
2004-12-01,1.3294,A,F
2004-12-02,1.3314,A,F
2004-12-03,1.3300,A,F
2004-12-06,1.3435,A,F
2004-12-07,1.3456,A,F
2004-12-08,1.3300,A,F
2004-12-09,1.3305,A,F
2004-12-10,1.3191,A,F
2004-12-13,1.3268,A,F
2004-12-14,1.3317,A,F
2004-12-15,1.3383,A,F
2004-12-16,1.3401,A,F
2004-12-17,1.3264,A,F
2004-12-20,1.3378,A,F
2004-12-21,1.3394,A,F
2004-12-22,1.3384,A,F
2004-12-23,1.3456,A,F
2004-12-24,1.3542,A,F
2004-12-27,1.3527,A,F
2004-12-28,1.3633,A,F
2004-12-29,1.3608,A,F
2004-12-30,1.3604,A,F
2004-12-31,1.3621,A,F
2005-01-03,1.3507,A,F
2005-01-04,1.3365,A,F
2005-01-05,1.3224,A,F
2005-01-06,1.3183,A,F
2005-01-07,1.3200,A,F
2005-01-10,1.3103,A,F
2005-01-11,1.3143,A,F
2005-01-12,1.3139,A,F
2005-01-13,1.3232,A,F
2005-01-14,1.3091,A,F
2005-01-17,1.3085,A,F
2005-01-18,1.3060,A,F
2005-01-19,1.3083,A,F
2005-01-20,1.2936,A,F
2005-01-21,1.2963,A,F
2005-01-24,1.3065,A,F
2005-01-25,1.3025,A,F
2005-01-26,1.3005,A,F
2005-01-27,1.3026,A,F
2005-01-28,1.3035,A,F
2005-01-31,1.3035,A,F
2005-02-01,1.3027,A,F
2005-02-02,1.3061,A,F
2005-02-03,1.3001,A,F
2005-02-04,1.2958,A,F
2005-02-07,1.2844,A,F
2005-02-08,1.2764,A,F
2005-02-09,1.2762,A,F
2005-02-10,1.2777,A,F
2005-02-11,1.2855,A,F
2005-02-14,1.2967,A,F
2005-02-15,1.3016,A,F
2005-02-16,1.3040,A,F
2005-02-17,1.3041,A,F
2005-02-18,1.3039,A,F
2005-02-21,1.3055,A,F
2005-02-22,1.3193,A,F
2005-02-23,1.3203,A,F
2005-02-24,1.3260,A,F
2005-02-25,1.3165,A,F
2005-02-28,1.3257,A,F
2005-03-01,1.3216,A,F
2005-03-02,1.3101,A,F
2005-03-03,1.3144,A,F
2005-03-04,1.3115,A,F
2005-03-07,1.3197,A,F
2005-03-08,1.3246,A,F
2005-03-09,1.3346,A,F
2005-03-10,1.3409,A,F
2005-03-11,1.3416,A,F
2005-03-14,1.3372,A,F
2005-03-15,1.3383,A,F
2005-03-16,1.3373,A,F
2005-03-17,1.3378,A,F
2005-03-18,1.3279,A,F
2005-03-21,1.3199,A,F
2005-03-22,1.3175,A,F
2005-03-23,1.3050,A,F
2005-03-24,1.2982,A,F
2005-03-29,1.2926,A,F
2005-03-30,1.2943,A,F
2005-03-31,1.2964,A,F
2005-04-01,1.2959,A,F
2005-04-04,1.2883,A,F
2005-04-05,1.2810,A,F
2005-04-06,1.2860,A,F
2005-04-07,1.2923,A,F
2005-04-08,1.2819,A,F
2005-04-11,1.2971,A,F
2005-04-12,1.2985,A,F
2005-04-13,1.2922,A,F
2005-04-14,1.2820,A,F
2005-04-15,1.2868,A,F
2005-04-18,1.2967,A,F
2005-04-19,1.2996,A,F
2005-04-20,1.3049,A,F
2005-04-21,1.3058,A,F
2005-04-22,1.3077,A,F
2005-04-25,1.2966,A,F
2005-04-26,1.2981,A,F
2005-04-27,1.2920,A,F
2005-04-28,1.2905,A,F
2005-04-29,1.2957,A,F
2005-05-02,1.2863,A,F
2005-05-03,1.2856,A,F
2005-05-04,1.2953,A,F
2005-05-05,1.2954,A,F
2005-05-06,1.2947,A,F
2005-05-09,1.2824,A,F
2005-05-10,1.2854,A,F
2005-05-11,1.2882,A,F
2005-05-12,1.2771,A,F
2005-05-13,1.2635,A,F
2005-05-16,1.2616,A,F
2005-05-17,1.2636,A,F
2005-05-18,1.2621,A,F
2005-05-19,1.2642,A,F
2005-05-20,1.2607,A,F
2005-05-23,1.2548,A,F
2005-05-24,1.2617,A,F
2005-05-25,1.2564,A,F
2005-05-26,1.2523,A,F
2005-05-27,1.2551,A,F
2005-05-30,1.2472,A,F
2005-05-31,1.2331,A,F
2005-06-01,1.2228,A,F
2005-06-02,1.2263,A,F
2005-06-03,1.2289,A,F
2005-06-06,1.2272,A,F
2005-06-07,1.2285,A,F
2005-06-08,1.2324,A,F
2005-06-09,1.2239,A,F
2005-06-10,1.2229,A,F
2005-06-13,1.2062,A,F
2005-06-14,1.2110,A,F
2005-06-15,1.2069,A,F
2005-06-16,1.2115,A,F
2005-06-17,1.2177,A,F
2005-06-20,1.2210,A,F
2005-06-21,1.2092,A,F
2005-06-22,1.2111,A,F
2005-06-23,1.2066,A,F
2005-06-24,1.2082,A,F
2005-06-27,1.2164,A,F
2005-06-28,1.2095,A,F
2005-06-29,1.2054,A,F
2005-06-30,1.2092,A,F
2005-07-01,1.2087,A,F
2005-07-04,1.1894,A,F
2005-07-05,1.1883,A,F
2005-07-06,1.1913,A,F
2005-07-07,1.1957,A,F
2005-07-08,1.1904,A,F
2005-07-11,1.2006,A,F
2005-07-12,1.2166,A,F
2005-07-13,1.2184,A,F
2005-07-14,1.2067,A,F
2005-07-15,1.2073,A,F
2005-07-18,1.2054,A,F
2005-07-19,1.1965,A,F
2005-07-20,1.2063,A,F
2005-07-21,1.2187,A,F
2005-07-22,1.2143,A,F
2005-07-25,1.2065,A,F
2005-07-26,1.1987,A,F
2005-07-27,1.1990,A,F
2005-07-28,1.2100,A,F
2005-07-29,1.2093,A,F
2005-08-01,1.2219,A,F
2005-08-02,1.2217,A,F
2005-08-03,1.2308,A,F
2005-08-04,1.2319,A,F
2005-08-05,1.2386,A,F
2005-08-08,1.2370,A,F
2005-08-09,1.2367,A,F
2005-08-10,1.2377,A,F
2005-08-11,1.2405,A,F
2005-08-12,1.2457,A,F
2005-08-15,1.2374,A,F
2005-08-16,1.2313,A,F
2005-08-17,1.2296,A,F
2005-08-18,1.2213,A,F
2005-08-19,1.2183,A,F
2005-08-22,1.2231,A,F
2005-08-23,1.2233,A,F
2005-08-24,1.2211,A,F
2005-08-25,1.2272,A,F
2005-08-26,1.2307,A,F
2005-08-29,1.2289,A,F
2005-08-30,1.2181,A,F
2005-08-31,1.2198,A,F
2005-09-01,1.2388,A,F
2005-09-02,1.2541,A,F
2005-09-05,1.2538,A,F
2005-09-06,1.2483,A,F
2005-09-07,1.2451,A,F
2005-09-08,1.2418,A,F
2005-09-09,1.2415,A,F
2005-09-12,1.2313,A,F
2005-09-13,1.2276,A,F
2005-09-14,1.2314,A,F
2005-09-15,1.2223,A,F
2005-09-16,1.2243,A,F
2005-09-19,1.2139,A,F
2005-09-20,1.2154,A,F
2005-09-21,1.2225,A,F
2005-09-22,1.2224,A,F
2005-09-23,1.2118,A,F
2005-09-26,1.2031,A,F
2005-09-27,1.2005,A,F
2005-09-28,1.2037,A,F
2005-09-29,1.2063,A,F
2005-09-30,1.2042,A,F
2005-10-03,1.1933,A,F
2005-10-04,1.1938,A,F
2005-10-05,1.1947,A,F
2005-10-06,1.2061,A,F
2005-10-07,1.2144,A,F
2005-10-10,1.2088,A,F
2005-10-11,1.2022,A,F
2005-10-12,1.2008,A,F
2005-10-13,1.1980,A,F
2005-10-14,1.1999,A,F
2005-10-17,1.2022,A,F
2005-10-18,1.1937,A,F
