,days_since_last_order,median_order_type,days_since_last_contact,monthly_mean_order_vol,yearly_mean_cust_rev,status
2455,4,raw_ingredients,3,740,1332,active
11375,30,raw_ingredients,16,917,938,paused
6519,13,raw_ingredients,4,1453,1051,active
918,3,raw_ingredients,12,984,815,active
2500,4,raw_ingredients,1,1109,643,active
3139,10,raw_ingredients,13,823,1116,active
2552,12,raw_ingredients,8,510,949,active
4684,8,raw_ingredients,14,1389,753,active
8774,6,finished_goods,3,736,796,active
4518,12,raw_ingredients,10,753,1271,active
6007,13,finished_goods,13,1246,1135,active
6719,10,finished_goods,5,663,1121,active
10035,17,raw_ingredients,15,912,1147,cancelled
4629,11,raw_ingredients,8,891,886,active
2465,8,raw_ingredients,1,1388,1098,active
10781,14,finished_goods,15,1243,616,cancelled
4955,9,raw_ingredients,8,1112,1398,active
7945,11,raw_ingredients,4,1421,593,active
2673,4,finished_goods,7,648,1391,active
2569,7,finished_goods,9,989,816,active
11376,12,raw_ingredients,8,1056,673,paused
2895,7,finished_goods,4,565,788,active
9311,10,raw_ingredients,7,1484,620,active
6754,2,finished_goods,10,567,1109,active
322,11,raw_ingredients,6,1441,672,active
468,2,raw_ingredients,1,1076,681,active
6073,14,raw_ingredients,3,1440,950,active
5130,3,finished_goods,10,582,583,active
8980,9,raw_ingredients,11,1491,1338,active
7242,13,raw_ingredients,7,1099,1099,active
11591,27,finished_goods,28,582,523,paused
1295,11,finished_goods,11,852,1025,active
71,13,raw_ingredients,8,1166,972,active
9998,2,raw_ingredients,8,1307,734,active
9146,8,finished_goods,6,1000,915,active
9352,10,finished_goods,2,1438,585,active
7575,6,finished_goods,5,1294,1005,active
1435,9,raw_ingredients,10,1391,1415,active
11040,30,raw_ingredients,37,884,687,paused
11397,20,finished_goods,20,800,1217,paused
5457,14,raw_ingredients,4,1465,759,active
8088,4,raw_ingredients,2,806,893,active
8053,10,raw_ingredients,14,681,1256,active
9861,12,raw_ingredients,10,1077,673,active
723,6,finished_goods,13,514,1242,active
7683,6,raw_ingredients,8,695,865,active
758,10,finished_goods,14,715,1229,active
1769,8,raw_ingredients,14,851,1245,active
7781,12,finished_goods,12,753,739,active
11806,26,raw_ingredients,38,711,204,paused
11167,21,raw_ingredients,30,565,442,paused
3430,12,raw_ingredients,2,1263,571,active
6547,11,raw_ingredients,11,901,942,active
6516,8,raw_ingredients,7,980,1236,active
7469,10,finished_goods,6,630,1396,active
9404,2,raw_ingredients,5,1284,1232,active
1881,3,finished_goods,7,1113,1042,active
3744,3,finished_goods,11,1405,884,active
5650,4,raw_ingredients,12,1484,1348,active
4752,14,raw_ingredients,5,949,1049,active
3308,7,raw_ingredients,6,1024,649,active
6931,11,raw_ingredients,6,1410,1108,active
8488,9,raw_ingredients,12,670,1123,active
401,4,raw_ingredients,1,1380,521,active
5047,11,raw_ingredients,1,1227,941,active
9204,13,finished_goods,10,579,875,active
4262,13,finished_goods,2,1139,866,active
2157,9,raw_ingredients,8,1021,668,active
2181,3,raw_ingredients,10,1149,1121,active
6787,10,raw_ingredients,8,771,707,active
7503,11,raw_ingredients,4,1164,836,active
6433,13,raw_ingredients,13,1267,810,active
1479,7,raw_ingredients,12,682,1312,active
787,2,raw_ingredients,11,524,819,active
7983,5,raw_ingredients,8,795,544,active
4923,12,raw_ingredients,2,1316,1234,active
4509,8,raw_ingredients,11,757,935,active
3466,5,finished_goods,7,1005,1141,active
9114,3,raw_ingredients,3,982,1287,active
405,2,raw_ingredients,9,785,1439,active
6799,7,raw_ingredients,5,1241,826,active
10692,18,finished_goods,7,986,479,cancelled
1891,5,raw_ingredients,12,1492,577,active
3924,4,finished_goods,1,1182,641,active
1917,4,raw_ingredients,10,738,1314,active
1308,6,finished_goods,2,1014,1140,active
4858,6,finished_goods,9,868,1090,active
2796,12,finished_goods,13,838,1399,active
8624,7,raw_ingredients,3,1282,1245,active
5881,4,raw_ingredients,6,586,762,active
10827,7,finished_goods,12,1237,1054,cancelled
10858,12,finished_goods,15,635,1215,cancelled
7967,14,raw_ingredients,4,512,847,active
791,5,raw_ingredients,5,1258,574,active
476,1,raw_ingredients,10,992,1089,active
6820,13,raw_ingredients,10,564,700,active
6802,9,finished_goods,13,1089,1357,active
6624,5,raw_ingredients,4,1382,1130,active
1559,4,raw_ingredients,3,1069,596,active
2143,12,raw_ingredients,8,995,1010,active
215,8,raw_ingredients,12,896,1026,active
7561,4,raw_ingredients,12,1144,1370,active
2458,13,raw_ingredients,13,501,1257,active
1455,5,raw_ingredients,10,895,1431,active
1719,7,raw_ingredients,8,939,1153,active
6478,2,finished_goods,7,584,888,active
3125,7,raw_ingredients,3,1270,596,active
2517,5,finished_goods,2,1340,803,active
9992,11,raw_ingredients,9,788,740,active
3957,2,raw_ingredients,3,892,1240,active
4987,12,raw_ingredients,12,1189,709,active
9046,7,raw_ingredients,4,1420,1083,active
5929,8,finished_goods,7,1129,687,active
5456,10,raw_ingredients,11,698,840,active
2671,14,raw_ingredients,5,589,1253,active
7609,13,raw_ingredients,3,1109,920,active
2018,10,raw_ingredients,13,884,1057,active
9158,6,raw_ingredients,14,1304,751,active
47,3,raw_ingredients,12,1162,1354,active
8613,13,raw_ingredients,14,519,654,active
8615,10,finished_goods,12,877,977,active
1203,7,raw_ingredients,7,820,1044,active
1168,7,raw_ingredients,14,1179,1265,active
6739,10,finished_goods,5,1281,1180,active
8656,4,raw_ingredients,12,1401,1337,active
9228,10,raw_ingredients,4,605,1112,active
5249,14,finished_goods,2,1338,600,active
8981,5,raw_ingredients,1,653,795,active
11289,34,raw_ingredients,25,769,1279,paused
992,8,raw_ingredients,7,1163,1159,active
2495,7,raw_ingredients,13,691,1374,active
8209,3,finished_goods,12,805,1045,active
1282,13,raw_ingredients,12,1438,758,active
2971,2,raw_ingredients,10,1234,1287,active
410,7,finished_goods,1,576,940,active
2389,2,raw_ingredients,7,647,550,active
8733,13,raw_ingredients,2,1401,1202,active
3836,4,finished_goods,14,734,761,active
9421,5,raw_ingredients,5,975,1048,active
427,10,finished_goods,13,664,1285,active
4660,14,finished_goods,10,926,621,active
9343,4,raw_ingredients,3,727,1007,active
910,2,finished_goods,14,501,1256,active
10485,7,finished_goods,12,754,1330,cancelled
4247,9,raw_ingredients,2,645,871,active
5005,4,raw_ingredients,8,1141,1333,active
3540,14,raw_ingredients,13,750,1149,active
1865,11,raw_ingredients,6,1373,884,active
5594,11,raw_ingredients,5,600,1186,active
806,11,finished_goods,2,910,695,active
7235,12,raw_ingredients,14,552,1378,active
634,10,finished_goods,7,1407,1308,active
6159,4,raw_ingredients,12,583,1206,active
5424,9,raw_ingredients,8,1036,869,active
7518,2,raw_ingredients,8,1468,955,active
4870,7,raw_ingredients,2,573,673,active
1938,5,finished_goods,5,1361,1050,active
6743,1,raw_ingredients,1,916,1312,active
9987,3,finished_goods,7,649,986,active
2335,11,raw_ingredients,9,602,1224,active
2949,14,finished_goods,8,1352,1063,active
6599,7,finished_goods,6,1262,981,active
1145,3,raw_ingredients,5,1185,969,active
11113,26,raw_ingredients,12,1069,263,paused
7162,6,raw_ingredients,7,1087,901,active
7132,12,raw_ingredients,2,635,1459,active
11589,37,raw_ingredients,19,828,1042,paused
9336,12,raw_ingredients,10,897,510,active
7949,4,finished_goods,14,1004,1089,active
10899,15,finished_goods,13,921,931,cancelled
10407,11,finished_goods,16,1055,870,cancelled
869,4,finished_goods,6,1400,1279,active
4442,4,finished_goods,14,1438,1037,active
10351,17,finished_goods,10,1234,813,cancelled
11157,13,finished_goods,22,1025,530,paused
2873,10,finished_goods,13,1096,1144,active
10405,16,finished_goods,12,1117,1278,cancelled
11403,36,finished_goods,15,906,447,paused
1698,10,raw_ingredients,1,1078,1058,active
6263,3,raw_ingredients,8,1287,661,active
3818,14,raw_ingredients,10,857,1061,active
1353,6,finished_goods,2,1217,957,active
7638,13,raw_ingredients,7,720,1208,active
7295,14,raw_ingredients,6,1066,1039,active
10073,9,finished_goods,10,828,417,cancelled
8934,3,raw_ingredients,13,1113,655,active
6302,6,raw_ingredients,7,1425,1470,active
206,1,raw_ingredients,9,1374,774,active
1716,4,raw_ingredients,13,651,1431,active
2343,14,raw_ingredients,13,1345,615,active
4350,4,raw_ingredients,10,1305,1005,active
3755,7,raw_ingredients,1,1018,1100,active
6914,2,raw_ingredients,10,960,1146,active
7815,1,raw_ingredients,5,832,537,active
6252,5,raw_ingredients,1,1396,691,active
185,13,finished_goods,10,937,961,active
3662,10,raw_ingredients,11,1499,1154,active
1616,13,finished_goods,1,562,836,active
10977,8,finished_goods,7,656,1132,cancelled
9528,8,raw_ingredients,13,538,841,active
9791,4,raw_ingredients,4,620,1078,active
795,10,raw_ingredients,1,833,870,active
11913,20,raw_ingredients,23,981,1236,paused
5828,1,raw_ingredients,3,511,1352,active
9707,8,raw_ingredients,3,679,719,active
1026,14,raw_ingredients,4,980,1020,active
5105,14,finished_goods,6,1306,1493,active
3280,1,raw_ingredients,2,744,1197,active
3198,7,finished_goods,4,1253,1209,active
5672,6,raw_ingredients,9,1449,979,active
6199,5,raw_ingredients,12,1409,615,active
10363,17,finished_goods,17,1182,1153,cancelled
2239,7,finished_goods,8,1061,1471,active
3258,7,raw_ingredients,1,598,1232,active
9856,12,raw_ingredients,10,719,1415,active
4339,11,raw_ingredients,10,1048,878,active
11846,32,raw_ingredients,10,1219,942,paused
1092,2,finished_goods,4,557,603,active
4743,10,raw_ingredients,2,1234,1256,active
4141,10,raw_ingredients,10,1059,1229,active
5559,3,finished_goods,2,1149,978,active
5682,1,raw_ingredients,14,924,1373,active
8678,14,raw_ingredients,4,548,692,active
3334,5,raw_ingredients,9,950,1450,active
5895,12,raw_ingredients,5,1286,1331,active
4006,3,raw_ingredients,8,1104,895,active
8029,10,finished_goods,13,751,1268,active
7613,7,finished_goods,4,1446,1364,active
11795,35,raw_ingredients,25,960,411,paused
4620,6,finished_goods,3,658,932,active
1115,11,raw_ingredients,6,1467,683,active
5040,6,finished_goods,12,518,1153,active
8388,7,finished_goods,5,983,1425,active
5656,8,raw_ingredients,3,835,597,active
8877,4,raw_ingredients,7,1121,1256,active
8522,6,raw_ingredients,12,680,1216,active
509,13,raw_ingredients,11,768,1285,active
9335,11,raw_ingredients,13,1300,1293,active
11023,26,raw_ingredients,21,1055,727,paused
7646,3,raw_ingredients,5,1211,1083,active
6037,11,raw_ingredients,2,596,689,active
8080,7,raw_ingredients,6,849,1278,active
5753,12,raw_ingredients,4,1161,1263,active
4488,9,raw_ingredients,12,792,1463,active
9811,9,raw_ingredients,9,690,694,active
9321,2,raw_ingredients,11,752,1424,active
1835,6,raw_ingredients,2,526,695,active
11210,24,finished_goods,11,704,667,paused
5788,12,raw_ingredients,4,675,840,active
11644,18,raw_ingredients,27,800,927,paused
6296,10,raw_ingredients,3,916,1317,active
10921,14,finished_goods,16,1356,1130,cancelled
3281,2,raw_ingredients,1,958,622,active
1366,9,finished_goods,13,767,837,active
8551,14,raw_ingredients,9,653,1437,active
3062,6,raw_ingredients,14,1261,532,active
9179,14,finished_goods,1,614,1050,active
11617,30,finished_goods,11,1402,1073,paused
8369,12,finished_goods,6,537,505,active
4124,10,raw_ingredients,9,942,1267,active
9334,13,finished_goods,11,1187,715,active
8652,5,raw_ingredients,10,1380,1390,active
4644,5,raw_ingredients,4,934,873,active
5999,8,raw_ingredients,2,1124,777,active
10541,16,finished_goods,18,860,1301,cancelled
10735,16,finished_goods,18,531,875,cancelled
9681,1,raw_ingredients,4,1267,1165,active
10526,9,finished_goods,18,1288,758,cancelled
232,9,raw_ingredients,1,990,1168,active
1753,13,raw_ingredients,2,1385,750,active
7678,13,raw_ingredients,1,516,661,active
7541,9,finished_goods,2,1263,534,active
1127,12,raw_ingredients,13,1462,1089,active
1311,7,raw_ingredients,8,681,1291,active
3106,6,raw_ingredients,5,1105,1244,active
10338,12,finished_goods,17,434,558,cancelled
6585,11,finished_goods,1,1159,1121,active
9400,3,raw_ingredients,7,723,1162,active
3709,9,raw_ingredients,4,728,738,active
5478,1,raw_ingredients,7,753,1135,active
10800,19,raw_ingredients,17,1369,715,cancelled
7975,3,finished_goods,2,536,871,active
8230,8,raw_ingredients,8,1220,1038,active
8197,10,raw_ingredients,2,638,526,active
8502,14,raw_ingredients,1,700,770,active
4016,2,raw_ingredients,5,1289,931,active
2437,12,raw_ingredients,1,548,776,active
1351,2,raw_ingredients,9,534,949,active
8692,8,finished_goods,4,1158,1081,active
5364,4,raw_ingredients,9,1032,1462,active
3552,1,finished_goods,3,623,555,active
1763,7,raw_ingredients,3,1237,944,active
8523,1,raw_ingredients,11,1300,630,active
885,3,finished_goods,10,1269,725,active
763,4,raw_ingredients,4,1067,1138,active
5097,5,finished_goods,3,724,723,active
5548,11,raw_ingredients,9,1114,753,active
5072,14,raw_ingredients,8,1255,1266,active
9494,1,raw_ingredients,2,1144,569,active
4177,2,raw_ingredients,5,975,904,active
6642,1,finished_goods,3,667,735,active
8770,10,finished_goods,5,1332,1205,active
9616,12,raw_ingredients,10,989,814,active
9523,13,raw_ingredients,5,550,1324,active
9485,6,finished_goods,4,1488,822,active
7230,3,raw_ingredients,8,786,509,active
6940,4,finished_goods,12,1218,1418,active
4762,1,finished_goods,8,731,988,active
4419,9,raw_ingredients,3,683,852,active
8275,2,raw_ingredients,11,1013,773,active
11022,37,raw_ingredients,17,701,217,paused
11878,36,finished_goods,33,1321,615,paused
3488,4,finished_goods,4,1322,1473,active
385,14,raw_ingredients,13,1190,1058,active
101,11,raw_ingredients,4,602,686,active
2390,1,raw_ingredients,5,1002,504,active
4874,6,raw_ingredients,7,1234,1269,active
2568,6,raw_ingredients,3,811,1136,active
4403,8,raw_ingredients,8,1255,1311,active
9350,6,raw_ingredients,14,528,1194,active
2452,1,finished_goods,3,517,603,active
11370,29,raw_ingredients,9,1058,410,paused
9988,9,raw_ingredients,10,722,690,active
1296,1,raw_ingredients,8,768,1373,active
10185,15,finished_goods,8,1225,937,cancelled
5616,11,raw_ingredients,7,1301,902,active
3405,3,raw_ingredients,11,1252,1322,active
10390,18,finished_goods,12,977,1172,cancelled
654,7,finished_goods,4,1320,571,active
1561,12,raw_ingredients,3,1093,1086,active
7225,9,raw_ingredients,12,925,1153,active
8256,4,finished_goods,12,570,690,active
10318,7,finished_goods,8,912,889,cancelled
2350,2,raw_ingredients,3,996,1289,active
2487,10,raw_ingredients,1,579,1099,active
370,13,raw_ingredients,6,1407,1428,active
8605,4,raw_ingredients,14,787,1200,active
7686,10,finished_goods,14,790,745,active
9533,1,finished_goods,7,1336,789,active
1287,9,raw_ingredients,10,1090,1267,active
6062,8,raw_ingredients,3,947,1453,active
9487,14,raw_ingredients,13,1293,767,active
6363,13,raw_ingredients,1,1344,1372,active
8832,7,raw_ingredients,13,983,626,active
11406,27,finished_goods,11,642,1354,paused
2352,9,raw_ingredients,9,1022,569,active
9420,3,raw_ingredients,8,1020,730,active
290,4,raw_ingredients,6,1169,1141,active
4458,13,raw_ingredients,12,1073,1069,active
8409,13,raw_ingredients,4,898,1307,active
11188,22,raw_ingredients,13,706,702,paused
4032,5,finished_goods,9,832,1385,active
10382,13,finished_goods,17,931,1110,cancelled
11014,21,finished_goods,38,1419,1297,paused
837,5,finished_goods,3,1415,603,active
6556,14,raw_ingredients,10,820,1053,active
4958,8,finished_goods,3,580,1081,active
11132,33,raw_ingredients,28,1414,372,paused
2221,13,finished_goods,12,1183,1092,active
11678,39,raw_ingredients,17,609,1249,paused
717,10,raw_ingredients,5,829,653,active
10287,8,finished_goods,8,910,1365,cancelled
5618,11,finished_goods,11,580,1472,active
8925,11,finished_goods,4,1016,1077,active
9603,1,raw_ingredients,6,1321,570,active
10539,16,raw_ingredients,14,706,659,cancelled
4025,9,raw_ingredients,11,912,785,active
6559,11,finished_goods,6,1279,896,active
10579,12,finished_goods,16,826,1250,cancelled
9734,8,finished_goods,13,1274,1160,active
6707,13,raw_ingredients,6,1431,1392,active
1955,3,raw_ingredients,12,1076,1353,active
6718,4,raw_ingredients,6,1461,934,active
4824,8,raw_ingredients,6,1320,675,active
1758,13,finished_goods,2,803,937,active
11128,23,finished_goods,22,763,719,paused
3582,14,finished_goods,8,574,1173,active
5263,8,finished_goods,8,817,1332,active
11935,31,raw_ingredients,15,469,1196,paused
3834,4,finished_goods,8,1007,1273,active
78,6,raw_ingredients,4,928,569,active
11013,39,raw_ingredients,33,1025,1262,paused
9301,6,raw_ingredients,10,1356,1093,active
5868,13,raw_ingredients,12,1437,1494,active
7805,2,raw_ingredients,9,857,684,active
2237,13,raw_ingredients,10,1113,515,active
8875,10,raw_ingredients,8,906,1061,active
6396,9,raw_ingredients,11,796,1295,active
1802,14,raw_ingredients,8,1171,998,active
9659,1,raw_ingredients,4,565,1117,active
5922,8,finished_goods,9,1133,678,active
7056,12,finished_goods,14,770,806,active
5543,11,raw_ingredients,1,1152,1358,active
7787,4,raw_ingredients,2,1446,678,active
8541,8,finished_goods,6,1206,1293,active
7374,7,raw_ingredients,8,1236,618,active
4682,14,raw_ingredients,2,744,984,active
3599,10,raw_ingredients,3,745,1361,active
8032,10,raw_ingredients,7,873,943,active
949,11,raw_ingredients,4,1291,732,active
8612,13,raw_ingredients,5,774,876,active
11347,16,finished_goods,13,1130,790,paused
8067,2,raw_ingredients,1,1314,587,active
4259,7,raw_ingredients,13,1409,1409,active
3969,11,raw_ingredients,7,1061,1462,active
6176,8,raw_ingredients,9,697,525,active
4024,5,raw_ingredients,5,570,973,active
2719,14,raw_ingredients,4,1212,760,active
3071,13,raw_ingredients,2,1497,1250,active
7881,12,raw_ingredients,12,1023,1182,active
11075,29,raw_ingredients,29,722,222,paused
10095,7,finished_goods,11,1361,1156,cancelled
3074,4,raw_ingredients,13,1432,758,active
9454,6,raw_ingredients,6,634,1466,active
966,4,raw_ingredients,11,1347,864,active
9507,11,raw_ingredients,9,1231,1241,active
1895,11,raw_ingredients,14,877,1278,active
6389,1,finished_goods,10,810,1159,active
9888,14,raw_ingredients,6,656,769,active
4928,7,raw_ingredients,2,1135,1327,active
4614,11,raw_ingredients,7,563,1223,active
3561,1,raw_ingredients,11,1172,615,active
6011,9,raw_ingredients,11,1452,1070,active
10509,13,finished_goods,9,987,848,cancelled
5495,5,raw_ingredients,2,619,952,active
10875,9,raw_ingredients,11,961,987,cancelled
5856,10,raw_ingredients,8,550,523,active
5113,14,raw_ingredients,10,700,1315,active
8570,3,raw_ingredients,14,991,995,active
6371,10,finished_goods,9,1018,685,active
4757,8,raw_ingredients,13,594,533,active
2128,9,finished_goods,14,712,1064,active
2051,14,raw_ingredients,1,1180,1447,active
359,4,raw_ingredients,2,960,1256,active
4516,5,raw_ingredients,10,1071,1072,active
10536,7,finished_goods,13,737,699,cancelled
1225,14,finished_goods,12,1471,1462,active
6015,8,raw_ingredients,3,1165,824,active
5595,14,raw_ingredients,8,925,768,active
6829,5,raw_ingredients,12,1165,735,active
2363,2,raw_ingredients,2,511,1032,active
4828,5,raw_ingredients,11,954,1096,active
8924,4,raw_ingredients,6,859,501,active
4451,12,raw_ingredients,13,835,647,active
2837,1,finished_goods,14,1136,722,active
1951,3,finished_goods,6,720,1418,active
2712,6,finished_goods,14,1411,1062,active
3819,3,raw_ingredients,14,1239,896,active
4901,3,raw_ingredients,3,594,764,active
4113,1,raw_ingredients,4,749,821,active
2876,10,raw_ingredients,2,790,642,active
2681,2,raw_ingredients,11,1074,1364,active
456,6,finished_goods,1,1458,578,active
10983,11,finished_goods,13,618,803,cancelled
1690,5,raw_ingredients,10,1216,1321,active
5164,7,finished_goods,8,717,1064,active
4974,1,raw_ingredients,14,1455,1180,active
7529,2,finished_goods,2,1355,726,active
4018,12,raw_ingredients,13,1274,1480,active
9933,6,raw_ingredients,11,1371,781,active
2578,8,raw_ingredients,12,833,731,active
1361,1,finished_goods,12,763,872,active
6887,6,raw_ingredients,4,1331,962,active
7868,2,raw_ingredients,12,693,1471,active
3623,9,raw_ingredients,13,1272,529,active
3115,4,raw_ingredients,5,1156,835,active
5501,10,finished_goods,1,1384,1408,active
10609,13,finished_goods,18,606,796,cancelled
10280,15,raw_ingredients,17,892,479,cancelled
7628,3,raw_ingredients,13,1348,674,active
9039,8,raw_ingredients,10,773,559,active
1133,5,finished_goods,13,1191,777,active
1394,2,raw_ingredients,7,1498,540,active
10085,14,finished_goods,10,1136,936,cancelled
8333,5,raw_ingredients,4,674,939,active
9946,10,finished_goods,1,774,1484,active
2444,8,finished_goods,1,1133,733,active
1905,10,raw_ingredients,5,523,1482,active
5857,12,raw_ingredients,13,1005,1424,active
4931,11,raw_ingredients,12,1378,966,active
10959,13,raw_ingredients,8,978,512,cancelled
5213,6,raw_ingredients,10,1406,775,active
6490,1,raw_ingredients,8,1452,1085,active
7291,9,raw_ingredients,2,682,1077,active
10082,9,finished_goods,17,952,725,cancelled
1584,11,raw_ingredients,11,1074,1129,active
11535,27,raw_ingredients,33,1221,993,paused
193,3,raw_ingredients,5,1229,1316,active
3531,4,raw_ingredients,9,554,786,active
10241,8,raw_ingredients,13,621,408,cancelled
3030,3,finished_goods,7,1110,968,active
10146,11,finished_goods,16,602,517,cancelled
8927,10,raw_ingredients,12,927,1027,active
5693,7,finished_goods,10,815,1413,active
7573,6,raw_ingredients,13,1189,540,active
3023,7,raw_ingredients,2,829,665,active
9064,2,raw_ingredients,4,1220,1023,active
2192,5,raw_ingredients,7,1476,1060,active
9822,14,raw_ingredients,1,904,1406,active
917,11,raw_ingredients,4,940,1404,active
8322,10,raw_ingredients,5,504,1093,active
3710,3,raw_ingredients,14,1241,791,active
6601,10,raw_ingredients,9,1305,849,active
9540,8,finished_goods,6,1138,1117,active
9962,13,raw_ingredients,11,531,603,active
5848,6,raw_ingredients,1,1025,924,active
6889,10,raw_ingredients,12,1241,1110,active
1600,10,finished_goods,13,1134,991,active
7545,6,raw_ingredients,12,1067,1193,active
3215,8,raw_ingredients,3,1010,927,active
2684,13,raw_ingredients,7,618,923,active
8714,8,raw_ingredients,8,1253,627,active
9355,7,raw_ingredients,3,1067,1303,active
2715,2,raw_ingredients,10,1250,1380,active
4561,14,raw_ingredients,5,1201,1200,active
4879,14,finished_goods,2,907,1294,active
3653,14,raw_ingredients,3,515,1411,active
5934,9,raw_ingredients,4,513,1238,active
6689,1,raw_ingredients,11,1350,861,active
5617,6,finished_goods,2,1034,1391,active
11695,36,finished_goods,23,1257,753,paused
8708,11,finished_goods,12,1410,1420,active
6134,3,raw_ingredients,14,882,796,active
1332,4,raw_ingredients,12,524,763,active
3391,8,raw_ingredients,1,1059,940,active
6178,3,raw_ingredients,7,950,890,active
243,6,finished_goods,9,728,699,active
9693,9,raw_ingredients,12,672,973,active
6697,6,finished_goods,11,525,809,active
11032,38,finished_goods,16,594,1326,paused
2290,1,raw_ingredients,2,718,1354,active
466,5,finished_goods,7,1123,1472,active
1302,4,raw_ingredients,3,796,1171,active
4074,10,raw_ingredients,7,1019,600,active
656,10,raw_ingredients,11,1345,1270,active
1827,9,raw_ingredients,1,918,1150,active
11536,36,raw_ingredients,8,765,1178,paused
10380,11,finished_goods,19,861,685,cancelled
2430,10,finished_goods,11,1144,1221,active
229,4,raw_ingredients,14,1357,996,active
6925,3,raw_ingredients,12,1030,1369,active
6218,3,raw_ingredients,4,1122,551,active
2133,11,raw_ingredients,10,1459,1282,active
7793,10,raw_ingredients,8,794,757,active
11011,22,raw_ingredients,11,546,210,paused
5075,13,finished_goods,12,781,605,active
5675,8,raw_ingredients,10,1079,1291,active
6554,5,finished_goods,13,1054,860,active
4075,14,raw_ingredients,8,806,1474,active
106,1,finished_goods,6,1104,968,active
6209,11,finished_goods,9,1476,916,active
4798,13,raw_ingredients,10,1082,977,active
1486,11,finished_goods,5,911,900,active
5958,7,finished_goods,13,987,1003,active
10985,10,finished_goods,10,645,857,cancelled
8234,3,raw_ingredients,10,865,1065,active
3712,3,raw_ingredients,5,1152,619,active
8255,1,raw_ingredients,1,695,931,active
8056,3,finished_goods,4,828,1084,active
7656,13,raw_ingredients,5,791,753,active
10170,18,finished_goods,11,532,1368,cancelled
8353,5,finished_goods,6,656,1296,active
4924,11,raw_ingredients,3,763,785,active
9313,10,finished_goods,14,1275,1397,active
8553,5,raw_ingredients,3,966,1312,active
7762,7,raw_ingredients,8,653,881,active
4995,12,raw_ingredients,5,696,1168,active
9628,3,raw_ingredients,2,887,834,active
2344,10,raw_ingredients,11,1142,655,active
5918,14,raw_ingredients,4,674,582,active
7028,4,raw_ingredients,6,631,1353,active
3538,11,finished_goods,14,524,565,active
10815,18,raw_ingredients,14,441,1092,cancelled
8841,1,raw_ingredients,2,1477,800,active
2141,1,raw_ingredients,10,1084,930,active
5939,1,raw_ingredients,6,1271,1201,active
9101,1,raw_ingredients,3,790,750,active
7332,12,raw_ingredients,4,1483,854,active
10420,10,raw_ingredients,13,633,1148,cancelled
4586,10,raw_ingredients,8,1037,1025,active
2357,8,raw_ingredients,3,1324,673,active
6744,9,raw_ingredients,14,824,777,active
2089,14,finished_goods,11,1098,910,active
10097,19,finished_goods,18,825,1058,cancelled
3886,4,finished_goods,3,919,864,active
4492,8,raw_ingredients,8,1199,830,active
11068,15,raw_ingredients,13,1298,689,paused
6963,4,raw_ingredients,13,1314,983,active
3620,12,raw_ingredients,14,1317,1002,active
9178,14,raw_ingredients,14,842,1452,active
5933,10,finished_goods,5,607,1440,active
2291,5,raw_ingredients,6,972,591,active
7119,7,raw_ingredients,9,1131,1204,active
9351,7,raw_ingredients,6,1382,1080,active
8901,5,finished_goods,5,1301,1189,active
11004,31,finished_goods,38,1312,860,paused
10659,8,raw_ingredients,19,934,881,cancelled
4859,14,raw_ingredients,10,642,903,active
6398,2,raw_ingredients,9,1073,1238,active
10290,15,finished_goods,15,782,1392,cancelled
10896,11,finished_goods,17,941,1233,cancelled
8214,10,raw_ingredients,4,1090,1311,active
8571,14,raw_ingredients,9,656,1160,active
5041,2,raw_ingredients,4,1126,860,active
5685,7,raw_ingredients,11,1008,1399,active
4740,9,raw_ingredients,6,663,607,active
5733,10,raw_ingredients,7,1060,578,active
3224,10,raw_ingredients,2,1180,1031,active
10793,8,raw_ingredients,19,1194,1333,cancelled
6521,10,raw_ingredients,7,1352,1472,active
2129,2,finished_goods,12,1392,535,active
5766,14,raw_ingredients,9,1328,515,active
10919,17,finished_goods,12,433,1330,cancelled
6858,11,finished_goods,2,766,1251,active
5328,8,raw_ingredients,3,739,1229,active
1111,3,raw_ingredients,8,597,924,active
7239,11,raw_ingredients,5,605,1044,active
729,12,raw_ingredients,11,1209,1340,active
1785,7,finished_goods,1,1268,1033,active
3450,2,raw_ingredients,2,959,887,active
7197,5,finished_goods,1,530,1186,active
6498,2,finished_goods,8,1294,1111,active
4910,13,raw_ingredients,6,794,1213,active
4826,8,raw_ingredients,8,1037,505,active
11831,28,raw_ingredients,16,649,697,paused
5318,12,finished_goods,10,1249,1427,active
5240,1,finished_goods,9,1140,876,active
6517,2,finished_goods,8,811,988,active
3987,11,finished_goods,5,1135,981,active
5642,14,finished_goods,9,1176,819,active
3567,8,finished_goods,5,713,1295,active
2995,4,raw_ingredients,8,1197,686,active
2306,14,raw_ingredients,13,625,1425,active
4838,11,raw_ingredients,9,1219,1282,active
8827,5,raw_ingredients,7,899,722,active
5796,1,raw_ingredients,1,816,810,active
9236,2,raw_ingredients,5,970,707,active
4293,13,raw_ingredients,11,1002,1454,active
4983,5,raw_ingredients,11,761,800,active
7877,5,raw_ingredients,8,1469,558,active
11251,13,finished_goods,32,1074,950,paused
9041,10,finished_goods,5,906,1098,active
1264,5,raw_ingredients,12,1180,1367,active
5078,4,raw_ingredients,9,547,1055,active
10278,16,raw_ingredients,13,1346,1073,cancelled
10723,18,raw_ingredients,14,1179,1019,cancelled
